,FLAG,Avg min between sent tnx,Avg min between received tnx,Time Diff between first and last (Mins),Sent tnx,Received Tnx,Number of Created Contracts,max value received ,avg val received,avg val sent,total Ether sent,total ether balance, ERC20 total Ether received, ERC20 total ether sent, ERC20 total Ether sent contract, ERC20 uniq sent addr, ERC20 uniq rec token name, ERC20 most sent token type, ERC20_most_rec_token_type
167,Non - Fraud,20.54,4896.07,997724.12,186,203,0,102.001827,2.274681,2.481692,461.5947019999999,0.165452476,0.278923574,0.0,0.0,0.0,1.0,185,309
168,Non - Fraud,1410.71,1398.9,21113.4,11,4,0,4.46,1.11675,0.808663,8.895292899,-4.428292899,1499.4,1498.4,0.0,1.0,3.0,30,38
169,Fraud,0.0,35009.53,175047.65,0,5,1,0.0,0.0,0.0,0.0,0.0,1e-12,0.0,0.0,0.0,1.0,-1,-1
170,Fraud,5481.79,179.75,22646.18,4,4,0,0.6,0.55,0.5496,2.1984,0.0016,13.37,0.0,0.0,0.0,1.0,1,74
171,Fraud,0.0,49447.52,197790.07,0,4,1,0.0,0.0,0.0,0.0,0.0,1e-12,0.0,0.0,0.0,1.0,-1,-1
172,Non - Fraud,4.75,7.17,23.83,2,2,0,21.560511,10.792857,10.792386,21.58477118,0.000943273,0.0,0.0,0.0,0.0,0.0,4,3
173,Non - Fraud,29232.53,11356.35,587803.78,17,8,0,2.892861,0.828522,0.0016239999999999,0.0276,6.60057813,2391.896378,2.6e-08,0.0,5.0,23.0,301,321
174,Non - Fraud,105.81,0.0,317.43,3,1,0,101.0,101.0,33.666176,100.9985267,0.001473262,0.0,0.0,0.0,0.0,0.0,4,3
175,Non - Fraud,14862.02,5348.71,414911.92,20,22,0,60.0,18.625541,20.487143,409.7428572,0.019038154,0.0,0.0,0.0,0.0,0.0,4,3
176,Non - Fraud,3.76,5100.19,224570.15,43,44,0,49.0,9.905784,10.135065,435.8078112,0.046696362,0.0,0.0,0.0,0.0,0.0,4,3
177,Non - Fraud,1.69,12.47,17293.18,9998,28,0,141.0,8.399008,7.2607979999999985,72593.45504,-72358.28283,3225949846.0,100.0,0.0,1.0,129.0,294,261
178,Non - Fraud,10.37,1057.52,284049.12,265,266,0,22.9,0.195185,0.194844,51.63371406,0.285533304,4.666780307,0.0,0.0,0.0,2.0,185,416
179,Non - Fraud,17.85,0.0,71.38,4,1,0,101.0,101.0,25.249475,100.9979,0.0021,0.0,0.0,0.0,0.0,0.0,4,3
180,Non - Fraud,1089.89,4918.16,416340.28,21,80,0,2.010133,0.194662,0.741053,15.56210855,0.010850275,202.1112472,0.0,0.0,0.0,3.0,185,305
181,Non - Fraud,4.01,17845.25,214191.1,12,12,0,0.273383,0.0605429999999999,0.06009,0.721078105,0.0054359519999999,0.0,0.0,0.0,0.0,0.0,4,3
182,Non - Fraud,2818.92,1493.28,543061.65,190,5,0,7.630021000000001,2.129554,0.097633,18.55036,-7.90259034,36036.53101,36000.26406,0.0,3.0,5.0,202,436
183,Non - Fraud,5.87,0.16,17.93,3,2,0,1097.079395,1000.5,666.999528,2000.998585,0.001414909,0.0,0.0,0.0,0.0,0.0,4,3
184,Non - Fraud,7004.52,1168.71,1137338.75,153,57,0,150.389231,20.588951,10.134104,1550.517844,-376.9476362,1484716.823,772292.3686,0.0,23.0,59.0,140,223
185,Non - Fraud,1078.52,2663.8,707234.05,184,191,0,0.415185,0.143975,0.148953,27.40744395,0.091712937,365.0,0.0,0.0,0.0,2.0,185,78
186,Non - Fraud,0.0,32887.26,263098.07,0,8,1,1.014997,0.81867,0.0,0.0,6.549358398,0.0,0.0,0.0,0.0,0.0,4,3
187,Non - Fraud,7861.04,29707.7,1358599.27,33,37,0,860.66948,35.906356,40.739091,1344.39,-15.85483553,50194.91629,23456.51897,0.0,5.0,36.0,254,54
188,Non - Fraud,16.49,1086.33,738181.82,561,671,0,8.817186999999997,2.514352,3.006576,1686.689198,0.441232796,0.0,0.0,0.0,0.0,0.0,4,3
189,Non - Fraud,0.0,5399.48,226778.27,0,42,1,1.003235,0.8053859999999999,0.0,0.0,33.82622659,0.6943211309999999,0.0,0.0,0.0,2.0,185,119
190,Non - Fraud,5.95,15721.75,975046.13,50,62,0,10000.0,3323.368933,4120.976238,206048.8119,0.061955675,0.0,0.0,0.0,0.0,0.0,4,3
191,Non - Fraud,233.27,28279.08,827091.28,30,29,0,0.133905,0.05058,0.048367,1.45099602,0.01581365,0.0,0.0,0.0,0.0,0.0,4,3
192,Non - Fraud,3.21,0.0,9.63,3,2,0,1061.932391,1000.5,666.999528,2000.998585,0.001414909,0.0,0.0,0.0,0.0,0.0,4,3
193,Non - Fraud,22.76,3993.22,887485.73,219,221,0,16.2,3.028684,3.122338,683.7920853999998,-14.45289006,0.0,0.0,0.0,0.0,0.0,4,3
194,Fraud,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.2e-08,0.0,0.0,0.0,2.0,1,365
195,Non - Fraud,23.98,0.0,71.95,3,2,0,94.208007,50.5,33.666151,100.9984519,0.001548055,0.0,0.0,0.0,0.0,0.0,4,3
196,Fraud,1294.01,21.93,2741.52,2,7,0,2.7,1.118571,3.914821,7.829642999999999,0.000357,1.337,0.0,0.0,0.0,1.0,1,74
197,Fraud,0.0,210.47,18521.13,0,88,1,1.0,0.041492,0.0,0.0,3.651268684,0.0,100.0,0.0,1.0,0.0,294,1
198,Non - Fraud,0.0,5717.08,200097.8,0,35,1,1.001598,0.8861700000000001,0.0,0.0,31.01595948,0.6781311040000001,0.0,0.0,0.0,1.0,185,309
199,Non - Fraud,66799.81,6.7,868417.67,13,3,0,1.7,0.600333,0.138177,1.7962993530000002,0.004700647,542.0748053,153.29239850000005,0.0,2.0,12.0,132,281
200,Non - Fraud,23912.73,38684.33,259529.37,6,3,0,9.668,3.604319,1.730043,10.38025793,0.4326984720000001,21805.12146,21325.02431,0.0,1.0,8.0,63,257
201,Non - Fraud,6.62,2853.32,174469.18,63,61,0,500.0,61.944366,59.977377,3778.574728,0.031567669,0.0,0.0,0.0,0.0,0.0,4,3
202,Non - Fraud,1876.99,690.72,5826.13,2,3,0,0.221156,0.087982,0.131553,0.263105795,0.00084002,0.0,0.0,0.0,0.0,0.0,4,3
203,Non - Fraud,162.22,0.0,324.43,2,1,0,101.0,101.0,50.499508,100.9990158,0.000984218,0.0,0.0,0.0,0.0,0.0,4,3
204,Non - Fraud,22.53,1404.93,321818.53,191,226,0,1.580309,0.318338,0.376196,71.85338189,0.090900208,0.0,0.0,0.0,0.0,0.0,4,3
205,Non - Fraud,24556.26,10117.65,138695.63,4,4,0,38.133,23.53489,23.534123,94.13649287,0.003066128,0.61266912,0.0,0.0,0.0,1.0,185,309
206,Non - Fraud,0.0,0.0,238.02,1,1,0,1.5,1.5,1.4978,1.4978,0.0022,0.0,0.0,0.0,0.0,0.0,4,3
207,Non - Fraud,7575.4,130659.21,890010.87,14,6,0,5.67316,1.241561,0.531714,7.44399853,0.00536861,0.0,0.0,0.0,0.0,0.0,4,3
208,Non - Fraud,32.72,3342.63,1207820.9,341,358,0,390.768355,151.542282,159.096319,54251.84466,0.292417421,108.5297203,0.0,0.0,0.0,2.0,185,431
209,Non - Fraud,0.0,0.0,2.38,1,1,0,0.407916,0.407916,0.407444,0.407444434,0.000471636,0.0,0.0,0.0,0.0,0.0,4,3
210,Non - Fraud,18649.44,15420.31,266825.07,11,4,0,4.0,1.67375,0.759219,8.351405032999999,-1.6564050330000002,148.7699492,0.0,0.0,0.0,4.0,185,226
211,Fraud,23534.96,0.0,70604.87,3,1,0,0.1,0.1,0.03285,0.098551,0.001449,1.337,0.0,0.0,0.0,1.0,1,74
212,Non - Fraud,36609.86,5079.12,657921.55,17,7,0,1.53845,0.570016,0.250477,4.25811,-0.26799858,324.7795066,205.0108,0.0,3.0,12.0,211,337
213,Non - Fraud,21.92,675.16,1394.17,2,2,0,1.178215,0.783608,0.783145,1.566291,0.000924,0.0,0.0,0.0,0.0,0.0,4,3
214,Non - Fraud,22.85,0.58,69.72,3,2,0,79.107151,50.5,33.665988,100.9979647,0.002035312,0.0,0.0,0.0,0.0,0.0,4,3
215,Fraud,0.0,0.0,11654.28,1,1,0,0.1,0.1,0.09916,0.09916,0.00084,1e-12,0.0,0.0,0.0,1.0,-1,-1
216,Non - Fraud,6.41,3030.83,200458.18,66,66,0,4.09279,0.31019,0.30942,20.42174461,0.0508048,0.0,0.0,0.0,0.0,0.0,4,3
217,Non - Fraud,4.09,3414.01,372568.62,108,109,0,2.995,0.240723,0.241558,26.08824139,0.150550938,0.0,0.0,0.0,0.0,0.0,4,3
218,Fraud,0.0,8.97,4388.13,1,2,0,1.587594,1.043797,2.086733,2.0867329,0.0008609999999999,13.37,0.0,0.0,0.0,1.0,1,74
219,Non - Fraud,0.0,4147.13,319328.87,0,77,1,5.395,0.969396,0.0,0.0,74.64353029,1.3730667769999998,0.0,0.0,0.0,2.0,185,119
220,Non - Fraud,3260.85,11914.44,521604.82,54,29,0,113.396394,18.730181,10.333981,558.035,-14.85974244,576999.3809,575138.4358,0.0,8.0,17.0,61,360
221,Fraud,6.75,30.87,3163.77,208,57,0,21.049187,1.884695,1.295493,269.46252880000003,-162.03492409999996,212813.1175,212813.1174,0.0,8.0,37.0,251,390
222,Non - Fraud,4011.04,5210.92,658016.53,90,57,0,885.9995,137.599694,87.477333,7872.96,-29.77745187,1589089.9119999998,1774580.379,0.0,12.0,28.0,121,197
223,Non - Fraud,25.57,0.0,51.15,2,1,0,101.0,101.0,50.499475,100.99895,0.00105,0.0,0.0,0.0,0.0,0.0,4,3
224,Non - Fraud,8227.08,22382.53,1272052.8,73,30,0,4.244601,0.758111,0.415843,30.35655349,-7.613218868,23294.25699,4359.358363,0.0,11.0,16.0,123,309
225,Non - Fraud,29241.42,0.0,58482.85,2,1,0,0.032037,0.032037,0.0152139999999999,0.0304279,0.0016090999999999,0.0,0.0,0.0,0.0,0.0,4,3
226,Fraud,9363.73,20006.65,498887.17,2,24,0,27.29247100000001,2.293015,0.075102,0.150203615,54.88215264,100.3370001,0.0,0.0,0.0,4.0,1,188
227,Non - Fraud,39.42,76779.89,153638.63,2,2,0,1.39,0.799844,0.7959999999999999,1.59200082,0.007687014,0.0,0.0,0.0,0.0,0.0,4,3
228,Non - Fraud,4.9,644.81,1650035.92,1967,2544,0,6.189166999999999,0.523759,0.676669,1331.008342,1.434284935,0.0,0.0,0.0,0.0,0.0,4,3
229,Non - Fraud,25.03,0.14,75.52,3,3,0,86.098302,33.666667,33.666163,100.998488,0.001512,0.0,0.0,0.0,0.0,0.0,4,3
230,Fraud,1124.12,1276.44,100403.43,28,54,0,1.611703,0.181929,0.350539,9.8151,0.009050998,1104022.337,1000000.0,0.0,1.0,8.0,159,196
231,Non - Fraud,45175.21,3038.49,141602.6,3,2,0,13.8,11.725,7.816219,23.44865821,0.0013417879999999,0.0,0.0,0.0,0.0,0.0,4,3
232,Non - Fraud,15.46,16334.0,65397.85,4,4,0,0.9505,0.461468,0.461016,1.844063983,0.001806017,0.0,0.0,0.0,0.0,0.0,4,3
233,Fraud,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.337,0.0,0.0,0.0,1.0,1,74
234,Non - Fraud,1.05,4335.26,17345.23,4,4,0,0.465149,0.198749,0.198087,0.792346225,0.002650766,0.0,0.0,0.0,0.0,0.0,4,3
235,Fraud,0.0,8.81,413.38,1,3,0,0.625,0.408333,1.224139,1.224139,0.0008609999999999,1e-12,0.0,0.0,0.0,1.0,-1,-1
236,Fraud,3646.67,6064.24,192948.43,13,24,0,1.09,0.108241,0.199346,2.591501093,0.00627906,2.078590553,0.0,0.0,0.0,1.0,1,257
237,Fraud,5738.98,1077.51,31575.97,4,8,0,0.99,0.336922,0.6726850000000001,2.69074141,0.004633,13.37,0.0,0.0,0.0,1.0,1,74
238,Non - Fraud,2.18,16147.1,129192.1,7,8,0,7.9839600000000015,3.093289,3.534767,24.7433686,0.00294,0.0,0.0,0.0,0.0,0.0,4,3
239,Non - Fraud,0.0,0.0,21.8,1,1,0,1.633328,1.633328,1.632824,1.63282385,0.000504,0.0,0.0,0.0,0.0,0.0,4,3
240,Fraud,2194.74,1.12,15365.4,7,2,0,3.0,1.6437,0.468582,3.28007667,0.00732333,30000.0,0.0,0.0,0.0,1.0,1,80
241,Non - Fraud,0.0,1892.62,229007.07,0,121,1,0.324293,0.183247,0.0,0.0,22.17293097,0.339884479,0.0,0.0,0.0,1.0,185,309
242,Fraud,393.72,0.0,787.43,2,1,0,0.495,0.495,0.247017,0.494034,0.000966,13.37,0.0,0.0,0.0,1.0,1,74
243,Non - Fraud,24.56,0.18,74.05,3,2,0,91.077848,50.5,33.666151,100.9984519,0.001548055,0.0,0.0,0.0,0.0,0.0,4,3
244,Fraud,36898.92,3600.7,289806.88,6,19,0,10.995,1.350267,4.275435,25.65260769,0.002456769,414.209516,414.209516,0.0,1.0,1.0,274,416
245,Non - Fraud,14.76,0.0,44.27,3,1,0,101.0,101.0,33.666149,100.998446,0.0015539999999999,0.0,0.0,0.0,0.0,0.0,4,3
246,Non - Fraud,81.69,294.09,44780.22,523,7,0,20.99,9.637143,0.534762,279.6804013,-212.2204013,0.0,0.0,0.0,0.0,0.0,4,3
247,Non - Fraud,6.67,5547.39,49986.53,9,9,0,30.0,17.422222,17.421716,156.7954455,0.004554458,0.0,0.0,0.0,0.0,0.0,4,3
248,Non - Fraud,107.34,13753.44,180297.45,14,13,0,1.000498,0.620941,0.575538,8.057530723,0.0147,0.0,0.0,0.0,0.0,0.0,4,3
249,Fraud,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,13.37,0.0,0.0,0.0,1.0,1,74
250,Non - Fraud,21.02,0.0,63.05,3,1,0,101.0,101.0,33.666149,100.998446,0.0015539999999999,0.0,0.0,0.0,0.0,0.0,4,3
251,Fraud,0.0,290.22,2698.07,1,2,0,0.5905739999999999,0.4342220000000001,0.8682340000000001,0.86823351,0.00021,1e-12,0.0,0.0,0.0,1.0,-1,-1
252,Non - Fraud,0.0,3756.54,319306.0,0,85,1,1.042853,0.834256,0.0,0.0,70.91178177,6.227680511,0.0,0.0,0.0,4.0,185,309
253,Non - Fraud,164.02,0.0,328.03,2,1,0,101.0,101.0,50.499487,100.9989738,0.001026218,0.0,0.0,0.0,0.0,0.0,4,3
254,Non - Fraud,5.39,1249.65,3765.13,3,3,0,5.005,3.831667,3.831208,11.49362407,0.001375935,0.0,0.0,0.0,0.0,0.0,4,3
255,Non - Fraud,1720.95,16132.88,71415.3,4,4,0,360.999559,90.997286,90.996551,363.9862058,0.002937845,0.0,0.0,0.0,0.0,0.0,4,3
256,Non - Fraud,161.61,0.94,325.1,2,2,0,78.850629,50.5,50.499508,100.9990158,0.000984218,0.0,0.0,0.0,0.0,0.0,4,3
257,Non - Fraud,228.44,291.57,987662.83,4321,2,0,4.99958,4.99958,0.001108,4.786907307,5.212252673,3455.016743,3.9e-12,0.0,851.0,22.0,101,158
258,Fraud,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,1e-12,0.0,0.0,0.0,1.0,-1,-1
259,Non - Fraud,13.37,2401.89,367012.67,144,152,0,73.5,21.606215,22.804786,3283.88912,0.25557213,1e-12,0.0,0.0,0.0,1.0,185,465
260,Non - Fraud,103299.49,37551.75,826452.87,8,7,0,52.532971,23.290155,16.6275,133.02,30.01108451,5291.354955,0.0,0.0,0.0,17.0,185,331
261,Non - Fraud,0.0,0.0,18.47,1,1,0,2.655173,2.655173,2.654553,2.6545532000000005,0.00062,0.0,0.0,0.0,0.0,0.0,4,3
262,Fraud,0.0,880.49,20075.95,1,6,0,1.0,0.605981,3.635022,3.63502217,0.0008609999999999,1.337,0.0,0.0,0.0,1.0,1,74
263,Non - Fraud,18.32,753.23,587519.2,1275,749,0,38.204,11.058585,6.496044,8282.455522,0.424533158,61849.0,0.0,0.0,0.0,2.0,185,465
264,Non - Fraud,22.26,0.0,66.78,3,1,0,101.0,101.0,33.666149,100.998446,0.0015539999999999,0.0,0.0,0.0,0.0,0.0,4,3
265,Non - Fraud,0.0,0.0,10.78,1,1,0,10.56,10.56,10.55938,10.55938,0.00062,0.0,0.0,0.0,0.0,0.0,4,3
266,Non - Fraud,3446.66,1365.12,965446.7,130,379,0,61.681975,10.475134,30.557553,3972.481887,-2.406003844,1564.980921,1564.732899,0.0,2.0,4.0,211,337
267,Non - Fraud,164.38,0.21,329.18,2,2,0,51.645995,50.5,50.499246,100.9984925,0.00150753,0.0,0.0,0.0,0.0,0.0,4,3
268,Fraud,23381.6,9732.19,109073.55,3,4,0,0.995,0.519925,0.726182,2.17854675,-0.098845,113.37,0.0,0.0,0.0,2.0,1,450
269,Fraud,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.337,0.0,0.0,0.0,1.0,1,74
270,Fraud,703.77,100.96,2316.22,2,9,0,3.6385,0.8088609999999999,3.635,7.27,0.009750918,1e-12,0.0,0.0,0.0,1.0,-1,-1
271,Non - Fraud,101.53,0.0,304.58,3,1,0,101.0,101.0,33.66617100000001,100.9985118,0.001488218,0.0,0.0,0.0,0.0,0.0,4,3
272,Non - Fraud,162.18,0.84,326.03,2,2,0,55.319853,50.5,50.499508,100.9990158,0.000984218,0.0,0.0,0.0,0.0,0.0,4,3
273,Fraud,0.0,653.8,8769.03,1,4,0,5.0,2.736968,10.947555,10.94755528,0.000315,1e-12,0.0,0.0,0.0,1.0,-1,-1
274,Non - Fraud,5.35,2.21,23838.73,554,9446,0,14214.06958,21.737908,202.649242,112267.68,93068.59923,130876.1942,888.0,0.0,1.0,40.0,303,360
275,Non - Fraud,256.44,4255.48,1017947.07,186,228,0,1.420903,0.308448,0.37775,70.26144638,0.064720739,232.2910404,100.0,0.0,1.0,3.0,294,416
276,Non - Fraud,1636.83,669.14,197129.87,26,231,0,0.349119,0.092498,0.820737,21.33917243,0.027793483,112.0689563,0.0,0.0,0.0,1.0,185,436
277,Non - Fraud,1278.37,13701.74,770017.0,45,52,0,0.999448,0.18829,0.217164,9.772397126,0.018675984,0.0,0.0,0.0,0.0,0.0,4,3
278,Non - Fraud,0.0,0.0,2.68,1,1,0,0.454387,0.454387,0.453916,0.453915794,0.000471636,0.0,0.0,0.0,0.0,0.0,4,3
279,Non - Fraud,0.0,0.0,8.47,1,1,0,0.002535,0.002535,0.002,0.002,0.00053479,0.0,0.0,0.0,0.0,0.0,4,3
280,Non - Fraud,1.41,106.83,216.48,2,2,0,0.5,0.5,0.499429,0.998857382,0.001142618,0.0,0.0,0.0,0.0,0.0,4,3
281,Non - Fraud,0.0,2167.2,283902.75,0,131,1,0.763175,0.231123,0.0,0.0,30.27708374,30.14557794,0.0,0.0,0.0,4.0,185,119
282,Non - Fraud,12.15,0.0,48.6,4,1,0,101.0,101.0,25.249475,100.9979,0.0021,0.0,0.0,0.0,0.0,0.0,4,3
283,Non - Fraud,164.14,0.54,329.92,2,3,0,75.413792,33.666667,50.499487,100.9989738,0.001026218,0.0,0.0,0.0,0.0,0.0,4,3
284,Non - Fraud,19255.47,7185.55,454381.82,18,15,0,35.999538,9.412279,7.843027999999999,141.17450300000004,0.00968063,10000.25314,3.48e-08,0.0,1.0,3.0,247,384
285,Fraud,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,1e-12,0.0,0.0,0.0,1.0,-1,-1
286,Non - Fraud,83.87,653.37,141381.47,190,192,0,1.018579,0.141219,0.142286,27.03431684,0.079821,0.0,0.0,0.0,0.0,0.0,4,3
287,Non - Fraud,2022.34,2925.12,96422.1,39,6,0,5.917999999999998,3.009251,0.8126180000000001,31.6921,-13.63659226,8.12e-08,8.12e-08,0.0,2.0,1.0,203,327
288,Non - Fraud,138354.48,256.55,277735.15,2,4,0,0.1642,0.081055,0.16165,0.3233,0.00091967,0.024422267,0.0,0.0,0.0,1.0,185,309
289,Non - Fraud,1079.04,2568.37,99102.82,30,26,0,131.666593,19.157245,78.97364,2369.209195,-1871.120836,10010.00001,10010.00001,0.0,3.0,3.0,239,25
290,Non - Fraud,0.0,2636.82,226766.82,0,86,1,0.901869,0.513478,0.0,0.0,44.15911017,0.944263803,0.0,0.0,0.0,2.0,185,119
291,Fraud,560.34,2145.54,10263.17,3,4,0,0.9979,0.585547,0.7798689999999999,2.339606277,0.002583,1.337,0.0,0.0,0.0,1.0,1,74
292,Fraud,8406.13,25.6,42209.88,5,7,0,1.016,0.430714,0.6,3.0,0.015,1e-12,0.0,0.0,0.0,1.0,-1,-1
293,Non - Fraud,2.41,0.0,9.63,4,2,0,1060.446041,1000.5,500.249528,2000.998113,0.001886545,0.0,0.0,0.0,0.0,0.0,4,3
294,Non - Fraud,4471.98,603.16,28038.22,6,2,0,5.75,2.88,1.457439,8.74463284,-2.98463284,0.0,0.0,0.0,0.0,0.0,4,3
295,Non - Fraud,0.0,31.18,311725.15,0,9999,1,300.0,0.036604,0.0,0.0,366.0,19352.65611,0.0,0.0,0.0,10.0,185,439
296,Non - Fraud,3.33,51068.75,561789.58,10,11,0,20.799,5.11114,5.621492,56.21491815,0.00761642,0.0,0.0,0.0,0.0,0.0,4,3
297,Non - Fraud,10997.9,3494.95,335387.67,27,11,0,20.084527,4.550276,1.852859,50.0271928,0.025845027,10066.39641,10022.80342,0.0,4.0,16.0,39,309
298,Non - Fraud,1.37,0.97,8.78,5,2,0,1630.459605,1000.5,400.199528,2000.9976420000007,0.002358181,0.0,0.0,0.0,0.0,0.0,4,3
299,Non - Fraud,0.0,0.0,3.27,1,1,0,13.0,13.0,12.999528,12.99952836,0.000471636,0.0,0.0,0.0,0.0,0.0,4,3
300,Non - Fraud,2796.41,37937.2,130590.05,6,3,0,0.091464,0.041821,0.020195,0.121170143,0.004293807,90.69021839,90.69021839,0.0,4.0,2.0,123,223
301,Non - Fraud,0.0,1381.5,198935.72,0,144,1,1.512452,0.598014,0.0,0.0,86.1140528,1.38000066,0.0,0.0,0.0,2.0,185,119
302,Non - Fraud,0.0,204.17,872814.67,0,4275,1,0.3,0.000196,0.0,0.0,0.83816471,0.8888888890000001,100.0,0.0,1.0,1.0,294,330
303,Non - Fraud,0.0,8288.48,198923.4,0,24,1,19.899541,4.53949,0.0,0.0,108.9477528,0.882873645,0.0,0.0,0.0,1.0,185,119
304,Fraud,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,1e-12,0.0,0.0,0.0,1.0,-1,-1
305,Non - Fraud,3.21,0.38,10.38,3,2,0,1092.146496,1000.5,666.999528,2000.998585,0.001414909,0.0,0.0,0.0,0.0,0.0,4,3
306,Non - Fraud,161.3,0.0,322.6,2,1,0,101.0,101.0,50.499508,100.9990158,0.000984218,0.0,0.0,0.0,0.0,0.0,4,3
307,Non - Fraud,0.0,0.0,4.78,1,1,0,0.999664,0.999664,0.998608,0.998608253,0.001055747,0.0,0.0,0.0,0.0,0.0,4,3
308,Non - Fraud,0.0,250.61,228802.5,0,913,1,5.626754,1.1898799999999998,0.0,0.0,1086.360227,19.9112825,0.0,0.0,0.0,4.0,185,119
309,Non - Fraud,244.47,2367.24,748441.3,234,292,0,0.49409,0.085842,0.106617,24.94848464,0.117237831,3.042068559,0.0,0.0,0.0,2.0,185,416
310,Non - Fraud,0.0,44165.06,88330.12,0,2,1,30.0,15.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,4,3
311,Fraud,0.0,111.54,3981.8,1,5,0,2.0,1.238531,6.192214,6.19221388,0.000441,0.65555537,0.0,0.0,0.0,1.0,1,119
312,Non - Fraud,33.22,0.0,99.67,3,1,0,101.0,101.0,33.666163,100.998488,0.001512,0.0,0.0,0.0,0.0,0.0,4,3
313,Non - Fraud,4.94,7251.89,348317.88,46,48,0,3.4,0.212667,0.221047,10.16814407,0.039877115,0.0,0.0,0.0,0.0,0.0,4,3
314,Non - Fraud,2.07,0.0,8.27,4,2,0,1364.703022,1000.5,500.249528,2000.998113,0.001886545,0.0,0.0,0.0,0.0,0.0,4,3
315,Non - Fraud,29807.69,6264.42,312120.1,9,7,0,25.0,4.43145,0.167778,1.51,29.51015218,2042.573698,0.0,0.0,0.0,14.0,185,331
316,Non - Fraud,0.0,3306.43,393465.37,0,119,1,1.808261,0.446441,0.0,0.0,53.12650566,1.4953664080000002,0.0,0.0,0.0,2.0,185,309
317,Non - Fraud,17394.78,2256.01,566310.25,31,12,0,50.0,5.711798,3.368607,104.4268166,-35.88523855,112828.9317,132635.1007,0.0,3.0,16.0,238,376
318,Fraud,7.54,11741.59,187986.2,16,16,0,150.0,17.847791,17.847046,285.552731,0.011928,10000.0,0.0,0.0,0.0,1.0,1,80
319,Fraud,0.0,0.0,207.62,1,1,0,0.5,0.5,0.4991390000000001,0.4991390000000001,0.0008609999999999,1e-12,0.0,0.0,0.0,1.0,-1,-1
320,Non - Fraud,105.72,0.63,318.42,3,2,0,54.13993000000001,50.5,33.66617100000001,100.9985118,0.001488218,0.0,0.0,0.0,0.0,0.0,4,3
321,Non - Fraud,156.17,6.23,324.8,2,2,0,64.667843,50.5,50.499246,100.9984925,0.00150753,0.0,0.0,0.0,0.0,0.0,4,3
322,Non - Fraud,830.37,2020.02,632824.63,25,303,0,200.194573,3.345214,40.623396,1015.584912,-1.984987802,0.0,2.0,0.0,2.0,0.0,-1,298
323,Non - Fraud,158.02,0.0,316.03,2,1,0,101.0,101.0,50.499508,100.9990158,0.000984218,0.0,0.0,0.0,0.0,0.0,4,3
324,Non - Fraud,3.38,0.05,10.25,3,2,0,1732.464131,1000.5,666.999528,2000.998585,0.001414909,0.0,0.0,0.0,0.0,0.0,4,3
325,Fraud,3.64,46076.51,92160.3,2,2,0,0.00016,0.000105,0.0,0.0,0.00021,17.14300002,15.80600002,0.0,1.0,3.0,275,418
326,Non - Fraud,0.0,0.0,21.82,1,1,0,0.434972,0.434972,0.434468,0.43446773,0.000504,0.0,0.0,0.0,0.0,0.0,4,3
327,Non - Fraud,0.0,0.0,62.82,1,1,0,0.953062,0.953062,0.952558,0.95255826,0.000504,0.0,0.0,0.0,0.0,0.0,4,3
328,Fraud,45.71,463.11,1709.28,7,3,0,100.0,34.0,14.570946,101.996619,0.003381,25.0,0.0,0.0,0.0,1.0,1,135
329,Non - Fraud,0.0,0.0,34.77,1,1,0,5.15,5.15,5.149496,5.149496,0.000504,0.0,0.0,0.0,0.0,0.0,4,3
330,Non - Fraud,25.81,1602.23,964657.53,563,593,0,40.99,13.032459,13.747520000000002,7739.853673999999,-11.60539691,0.0,0.0,0.0,0.0,0.0,4,3
331,Fraud,0.0,158.08,7884.8,1,7,0,1.077996,0.584804,4.092768,4.09276774,0.0008609999999999,1.337,0.0,0.0,0.0,1.0,1,74
332,Non - Fraud,62.18,13912.06,265510.48,19,19,0,13.909496,3.532487,3.532038,67.1087231,0.008529001,0.0,0.0,0.0,0.0,0.0,4,3
333,Non - Fraud,53177.39,0.0,212709.57,4,1,0,29.999528,29.999528,7.499441,29.99776437,0.001764,413.9440316,0.0,0.0,0.0,4.0,185,119
334,Fraud,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.337,0.0,0.0,0.0,1.0,1,74
335,Non - Fraud,23.18,0.0,46.37,2,1,0,101.0,101.0,50.499475,100.99895,0.00105,0.0,0.0,0.0,0.0,0.0,4,3
336,Non - Fraud,0.0,2400.69,319291.68,0,133,1,0.554388,0.226261,0.0,0.0,30.09274594,1.322496777,0.0,0.0,0.0,2.0,185,309
337,Fraud,0.0,0.0,0.0,0,1,0,0.2,0.2,0.0,0.0,0.2,1e-12,0.0,0.0,0.0,1.0,-1,-1
